Source,Target
We had to identify the_elephant_in_the_room before we made a decision.,Chúng ta phải xác định vấn đề quan trọng trước khi đưa ra quyết định.
It was the_last_straw that made her quit.,Đó là giọt nước tràn ly khiến cô ấy bỏ việc.
As_pretty_as_paint.,Đẹp như tranh
At the end she won only_by_a_whisker,Cô ấy đã thắng với một khoảng cách rất ngắn.
She threw_caution_to_the_wind and invested all her savings.,Cô ấy liều lĩnh đầu tư toàn bộ tiền tiết kiệm
The name Susan Thompson rings_a_bell.,Cái tên Susan Thompson nghe rất quen.
"You have to work hard—no pain, no gain",Bạn phải làm việc chăm chỉ—không đau thì không thành công.
"Once_upon_a_time, there was a girl living inside that forest.","Ngày xưa, có một cô gái sống trong khu rừng đó."
"Once_upon_a_time, there was a girl living inside that forest.","Ngày xưa, có một cô gái sống trong khu rừng đó."
I will call him when_hell_freezes_over.,Tôi sẽ không bao giờ gọi anh ấy
He was completely in_the_dark about what happened,Anh ấy không biết gì về chuyện vừa xảy ra.
The plan went_down_in_flames.,Kế hoạch thành ra thảm bại.
My brother has a big exam next week so he is already burn_the_midnight_oil,Anh trai tôi có kỳ thi lớn vào tuần tới nên anh ấy đã thức khuya học bài rồi.
I'll have the order done_quick_as_a_flash,Tôi sẽ hoàn thành đơn của bạn nhanh như tia chớp
She stole_my_thunder by announcing the news first,Cô ấy cướp mất sự chú ý của tôi bằng cách thông báo tin trước.
I've been feeling_on_top_of_the_world since i quit my job,Tôi đã cảm thấy rất khỏe kể từ khi nghỉ việc.
Sophia made me trusted her. But then she stabbed_me_in_the_back ,Sophia đã làm tôi tin tưởng cô ấy. Rồi cô ta phản bội tôi.
Don’t bother him when_he’s_in_his_cups.,Đừng làm phiền anh ấy khi anh ấy đang say rượu.
He is the Jack_of_all_trades and master_of_none.,Nghề nào anh cũng biết nhưng chẳng tinh nghề nào.
Her doctor said she was fit_as_a_fiddle.,Bác sĩ của cô ta nói cô ấy rất khỏe mạnh
If i come to the party I'll just_be_a_fifth_wheel.,Nêú tôi đến buổi tiệc của bạn tôi sẽ trông rất thừa thãi
The new scooter surely will knock_your_socks_off!,Cái xe máy mới sẽ chắc chắn làm bạn kinh ngạc.
Let’s get_the_ball_rolling on this project.,	Hãy bắt đầu dự án này thôi.
I just have_a_lot_on_my_plate right now.,Tôi đang có rất nhiều việc phải làm.
She threw_caution_to_the_wind and invested all her savings.,Cô ấy liều lĩnh đầu tư toàn bộ tiền tiết kiệm
Could you lend_me_a_hand with this piano?,Bạn có thể giúp tôi một tay với cái piano này không?
"I’m afraid that if we don’t find a solution, we’ll go_belly_up within a year.","Tôi sợ rằng nếu chúng ta không tìm ra được một giải pháp, ta sẽ phá sản trong vòng một năm."
You will require a_snowball’s_chance_in_hell to pass this exam.,Bạn sẽ cần một cơ hội ngàn vàng để vượt qua kỳ thi này.
He looked blue_in_the_face after the marathon.,Mặt anh ta trông tái mét sau cuộc chạy marathon.
My younger brother is the_apple_of_my_eye.,Em trai tôi chính là con ngươi trong mắt tôi.
She got sent on a_wild_goose_chase.,Cô ta được giao một nhiệm vụ rất vô nghĩa.
He finally apologized—better_late_than_never.,Cuối cùng anh ấy cũng xin lỗi—muộn còn hơn không.
The whole evidance was sweep_under_the_rug,Tất cả bằng chừng đã được giấu 1 cách kỹ càng
The name Susan Thompson rings_a_bell.,Cái tên Susan Thompson nghe rất quen.
"He never lies, to the_best_of_my_knowledge .","Anh ấy không bao giờ nói dỗi, ít nhất là những gì tôi biết."
My younger brother is the_apple_of_my_eye.,Em trai tôi chính là con ngươi trong mắt tôi.
I trust her about as_far_as_I_can_throw_her.,Tôi chỉ tin cô ta một chút.
At the end she won only_by_a_whisker,Cô ấy đã thắng với một khoảng cách rất ngắn.
" My experiment was a failụre, so I'm back to the drawing board","Thí nghiệm của tôi thất bại, nên tôi phải bắt đầu lại từ đầu."
The new engine design is our ace_in_the_hole – but we have to keep it secret from our competitors.,Cái động cơ mới của ta là lợi thế bí mật của ta – ta phải giữ bí mật với đối thủ cạnh tranh
Our plan failed; it's time to go back_to_the_drawing_board.,Kế hoạch thất bại; đã đến lúc bắt đầu lại từ đầu.
His drawing is truly one_of_a_kind,Bức vẽ của anh ấy thực sự là độc nhất vô nhị.
At the end she won only_by_a_whisker,Cô ấy đã thắng với một khoảng cách rất ngắn.
Nine times out of ten your first choice turns out to be the right one.,Chín trên mười lần lựa chọn đầu tiên của bạn sẽ là lựa chọn đúng.
One_drop_of_poison_infects_the_whole_of_wine.,Một con sâu làm rầu nồi canh.
He's really on_thin_ice.,Anh ấy đang trong một tình huống nguy hiềm.
Her presentation was_on_point,Bài thuyết trình của cô ấy rất hoàn hảo.
Let the_cat_out_of_the_bag.,Tiết lộ bí mật.
"There are just a few problems to_iron_out, then we'll be ready","Chỉ cần giải quyết một số vấn đề, rồi chúng ta sẽ sẵn sàng."
Your_days_are_numbered if you keep doing that.,Bạn sẽ chết sớm nếu bạn tiếp tục làm vậy.
These kinds of mistakes are a_dime_a_dozen,Những lỗi như thế này rất phổ biến
Let's call_it_a_day.,Hãy dừng lại và nghỉ đi.
He's going_around_the_bend.,Anh ấy đang mất trí.
it's a_piece_of_cake,Nó dễ như ăn bánh
"If you wait for him to finish his part of the project, you’ll be waiting_till_the_cows come home ","Nếu bạn đợi anh ấy hoàn thành công việc của anh ấy trong dự ăn, bạn sẽ phải đợi anh ấy rất lâu đó."
Stop beating_around_the_bush and answer my question.,"Đừng vòng vo nữa, hãy trả lời câu hỏi của tôi"
Sophia made me trusted her. But then she stabbed_me_in_the_back ,Sophia đã làm tôi tin tưởng cô ấy. Rồi cô ta phản bội tôi.
I will be snowed_under for a few days.,Tôi sẽ rất bận trong vài ngày
I missed_the_boat on investing in that company.,Tôi đã bỏ lỡ cơ hội đầu tư vào công ty đó.
She stole_my_thunder by announcing the news first,Cô ấy cướp mất sự chú ý của tôi bằng cách thông báo tin trước.
The plan was home and dry.,Kế hoạch đã thành công.
"Take_your_time, be slow_but_sure.","Hãy dành thời gian của bạn, chậm nhưng chắc."
"I’m afraid that if we don’t find a solution, we’ll go_belly_up within a year.","Tôi sợ rằng nếu chúng ta không tìm ra được một giải pháp, ta sẽ phá sản trong vòng một năm."
She got sent on a_wild_goose_chase.,Cô ta được giao một nhiệm vụ rất vô nghĩa.
"I'm sory to hear that you failed the exam, better_luck_next_time.","Tôi rất tiếc khi nghe rằng bạn đã trượt, thôi thì thua keo này ta bày keo khác."
We had a_whale_of_a_time on holiday.,Chúng tôi đã có một kỳ nghỉ tuyệt vời
Don't bring up old arguments; let_sleeping_dogs_lie.,Đừng khơi lại chuyện cũ; hãy để quá khứ yên.
"She is a small lady,but she is one tough cookie.",Cô ấy dù nhỏ nhưng rất kiên cường.
She offered me the job on_the_spot,Cô ấy đã đề nghị tôi một công việc ngay lập tức.
I ẹnjoy going here once_in_a_while,Tôi thích đến đây thỉnh thoảng.
She's pulling_your_leg — there’s no test today!,Cô ấy chỉ đang đùa bạn thôi — hôm nay không có bài kiểm tra đâu!
I've been feeling_on_top_of_the_world since i quit my job,Tôi đã cảm thấy rất khỏe kể từ khi nghỉ việc.
They finally saw_eye_to_eye on the issue.,Họ cuối cùng cũng đồng thuận về vấn đề đó.
It was her chance to speak and she was getting_cold_feet.,Đó là cơ hội để cô ấy lên tiếng nhưng cô ấy lại cảm thấy lo lắng.
She’s a_tough_cookie in negotiations.,Cô ấy rất cứng rắn khi đàm phán.
He was looking_a_little_green around the gills when he came to work today.,Anh ấy trông hơi ốm khi anh đến nơi làm việc hôm nay
Passing this test will be like shooting_fish_in_a_barrel,Vược qua bài kiểm tra này sẽ rất dễ dàng.
There is no smoke without fire.,Không có lửa sao có khói.
The new scooter surely will knock_your_socks_off!,Cái xe máy mới sẽ chắc chắn làm bạn kinh ngạc.
The painting is not as_black_as_it_is_painted.,Cái bức tranh nó không tệ như mọi người nghĩ.
"Losing the job was tough, but every cloud has a_silver_lining.","Mất việc thật khó khăn, nhưng trong cái rủi có cái may."
splitting_headache,Đau đầu như búa bổ
She was caught_red-handed stealing the book.,Cô ấy bị bắt quả tang đang ăn cắp sách.
I’m feeling_under_the_weather today.,	Hôm nay tôi thấy không khỏe.
I made it by_the_skin_of_my_teeth.,Tôi gần như không làm được.
"Sure, I’ll go out with Cynthia again. When_pigs_fly ",Tôi sẽ đi chơi với Cynthia khi nào lợn mọc cánh mà bay.
These kinds of mistakes are a_dime_a_dozen,Những lỗi như thế này rất phổ biến
He smokes_like_a_chimney.,Anh ấy hút thuốc rất nhiều.
Getting her to go out with me will be like taking_candy_from_a_baby.,Khiến cô ta đi chơi với tôi sẽ là một chuyện rất dễ dàng.
She's really on_the_ball with her new project.,Cô ấy rất nhanh nhạy với dự án mới.
He was over_the_moon with his exam score.,Anh ấy đã rất vui mừng với điểm thi của anh ấy. 
He jumped_the_gun and sent it early.,Anh ấy vội vàng và gửi nó quá sớm.
We're like chalks_and_cheese,Chúng tôi khác biệt hoàn toàn
She got sent on a_wild_goose_chase.,Cô ta được giao một nhiệm vụ rất vô nghĩa.
He is really a_bad_apple.,Anh ta thực sự là một người tồi.
Don't beat about the bush - get to the point!,Đừng vòng vo nữa – hãy đi thẳng vào vấn đề!
"Inside, there is no room to swing_a_cat.",Bên trong rất nhỏ.
That idea is out_of_the_blue.,	Ý tưởng đó đến hoàn toàn bất ngờ.
You're playing_with_fire if you keep driving with that speed!,Bạn đang chơi với lửa khi bạn còn lái xe với tốc độ đó!
Please come in and make_yourself_at_home.,Hãy vào và tự nhiên như ở nhà.
I will call him when_hell_freezes_over.,Tôi sẽ không bao giờ gọi anh ấy
He got_home_all_in_one_piece despite the storm,Anh ấy đã về nhà trọn vẹn mặc dù có cơn bão.
He disappeared in_a_blink_of_an_eye!,Anh ấy biến mất trong chớp mắt!
One_drop_of_poison_infects_the_whole_of_wine.,Một con sâu làm rầu nồi canh.
Stop beating_around_the_bush and answer my question.,"Đừng vòng vo nữa, hãy trả lời câu hỏi của tôi"
You can't judge_a_book_by_its_cover—it may be better than you think!,Đừng đánh giá nó qua vẻ bề ngoài—nó có thể tốt hơn bạn nghĩ đó!
You should judge him by his work.,Bạn nên đánh giá anh ấy qua công việc của anh ấy.
New Year's Eve is just_around_the_corner!,Giao thừa sắp đến rồi!
I just have_a_lot_on_my_plate right now.,Tôi đang có rất nhiều việc phải làm.
"I’m really_in_a_pickle. I spent all the money I had saved, and I have no way to pay next semester’s tuition bill.",Tôi thực sự đang gặp rắc rối. Tôi đã tiêu hết tiền tiết kiệm của mình và tôi không có cách nào để trả tiền cho học kỳ tới.
I suddenly lose touch with Mina,Tôi đột nhiên mất liên lạc với Mina.
Let the_cat_out_of_the_bag.,Tiết lộ bí mật.
You should judge him by his work.,Bạn nên đánh giá anh ấy qua công việc của anh ấy.
She read_between_the_lines and knew he was upset.,Cô ấy hiểu ngầm và biết anh ấy đang buồn.
You're really throwing caution_to_the_wind.,Bạn đang không cẩn thận một chút nào.
"He never lies, to the_best_of_my_knowledge .","Anh ấy không bao giờ nói dỗi, ít nhất là những gì tôi biết."
Buying that car cost_me_an_arm_and_a_leg.,Mua chiếc xe đó khiến tôi tốn cả gia tài.
Our plan failed; it's time to go back_to_the_drawing_board.,Kế hoạch thất bại; đã đến lúc bắt đầu lại từ đầu.
Give me a beer. I’m having one_for_the_road.,Cho tôi một ly bia. Đây là ly cuối của tôi.
She got sent on a_wild_goose_chase.,Cô ta được giao một nhiệm vụ rất vô nghĩa.
Don’t bother him when_he’s_in_his_cups.,Đừng làm phiền anh ấy khi anh ấy đang say rượu.
The new law opened_a_can_of_worms.,Luật mới đã gây ra hàng loạt rắc rối.
"Do whatever you want, I do not give_a_fug.","Bạn làm gì cũng được, tôi không quan tâm."
Don't beat about the bush - get to the point!,Đừng vòng vo nữa – hãy đi thẳng vào vấn đề!
"My grandmother is 92 years old, but she’s still sharp_as_a_tack.",Bà tôi đã 92 tuổi rồi nhưng bà ấy vẫn rất nhanh nhẹn.
